CustomerID,Province,CustomerSegment,RegistrationDate,CustomerTenureMonths,CustomerTenureBand
C043421,Ontario,Premium,2024-12-13,12,Recent
C043422,Ontario,Retail,2022-09-14,39,Loyal
C043423,British Columbia,Premium,2021-02-22,58,Long-Term
C043424,Ontario,Retail,2025-06-07,6,New
C043425,Ontario,Commercial,2025-08-23,4,New
C043426,Ontario,Commercial,2020-03-26,69,Long-Term
C043427,Ontario,Retail,2022-08-20,40,Loyal
C043428,Ontario,Retail,2022-11-27,37,Loyal
C043429,Ontario,Retail,2025-08-19,4,New
C043430,British Columbia,Retail,2024-11-03,13,Established
C043431,British Columbia,Retail,2021-03-18,57,Long-Term
C043432,British Columbia,Retail,2022-10-25,38,Loyal
C043433,Ontario,Retail,2025-06-19,6,New
C043434,Alberta,Retail,2020-10-14,62,Long-Term
C043435,Ontario,Retail,2024-10-01,14,Established
C043436,Alberta,Retail,2023-06-15,30,Loyal
C043437,Ontario,Retail,2025-11-08,1,New
C043438,Ontario,Commercial,2021-09-17,51,Long-Term
C043439,Ontario,Premium,2025-09-29,3,New
C043440,Ontario,Premium,2024-02-21,22,Established
C043441,Ontario,Fleet,2024-06-23,18,Established
C043442,Alberta,Fleet,2022-06-12,42,Loyal
C043443,Ontario,Retail,2021-01-15,59,Long-Term
C043444,Alberta,Premium,2022-03-27,45,Loyal
C043445,Alberta,Retail,2022-04-07,44,Loyal
C043446,Ontario,Fleet,2023-10-07,26,Loyal
C043447,Alberta,Retail,2025-12-07,0,New
C043448,Alberta,Retail,2024-03-16,21,Established
C043449,Ontario,Commercial,2020-06-24,66,Long-Term
C043450,Ontario,Retail,2025-03-16,9,Recent
C043451,Ontario,Premium,2024-02-21,22,Established
C043452,Alberta,Retail,2025-03-11,9,Recent
C043453,Ontario,Premium,2024-11-16,13,Established
C043454,Ontario,Retail,2022-04-20,44,Loyal
C043455,Ontario,Fleet,2022-12-25,36,Loyal
C043456,Ontario,Retail,2023-10-11,26,Loyal
C043457,Ontario,Commercial,2025-07-21,5,New
C043458,Ontario,Premium,2024-05-21,19,Established
C043459,Ontario,Retail,2020-05-21,67,Long-Term
C043460,Ontario,Premium,2024-03-29,21,Established
C043461,Ontario,Retail,2020-12-15,60,Long-Term
C043462,British Columbia,Commercial,2022-01-13,47,Loyal
C043463,Ontario,Retail,2021-11-26,49,Long-Term
C043464,British Columbia,Retail,2022-07-17,41,Loyal
C043465,Ontario,Retail,2025-01-27,11,Recent
C043466,Ontario,Retail,2022-06-25,42,Loyal
C043467,Ontario,Retail,2022-08-24,40,Loyal
C043468,Ontario,Commercial,2022-07-14,41,Loyal
C043469,Ontario,Retail,2025-01-18,11,Recent
C043470,Ontario,Commercial,2025-06-29,6,New
C043471,Ontario,Retail,2020-11-26,61,Long-Term
C043472,Ontario,Retail,2023-10-09,26,Loyal
C043473,Ontario,Commercial,2025-02-13,10,Recent
C043474,Ontario,Retail,2022-11-03,37,Loyal
C043475,Ontario,Retail,2025-09-11,3,New
C043476,Ontario,Retail,2022-11-03,37,Loyal
C043477,Ontario,Retail,2022-12-02,36,Loyal
C043478,Ontario,Retail,2020-07-25,65,Long-Term
C043479,Ontario,Premium,2022-09-19,39,Loyal
C043480,Ontario,Retail,2025-05-27,7,Recent
C043481,Alberta,Retail,2025-12-19,0,New
C043482,Ontario,Retail,2021-03-14,57,Long-Term
C043483,British Columbia,Retail,2025-09-15,3,New
C043484,Alberta,Premium,2022-01-08,47,Loyal
C043485,Ontario,Retail,2025-09-08,3,New
C043486,Ontario,Retail,2024-12-28,12,Recent
C043487,Ontario,Retail,2024-11-12,13,Established
C043488,Alberta,Retail,2022-04-20,44,Loyal
C043489,Ontario,Fleet,2022-08-01,40,Loyal
C043490,Ontario,Retail,2024-01-01,23,Established
C043491,Alberta,Retail,2024-07-23,17,Established
C043492,Ontario,Retail,2023-06-06,30,Loyal
C043493,Ontario,Premium,2024-07-14,17,Established
C043494,British Columbia,Premium,2024-08-21,16,Established
C043495,Alberta,Retail,2020-05-09,67,Long-Term
C043496,Ontario,Fleet,2021-05-31,55,Long-Term
C043497,Ontario,Retail,2024-03-26,21,Established
C043498,Alberta,Retail,2023-04-24,32,Loyal
C043499,Alberta,Retail,2024-08-14,16,Established
C043500,Ontario,Retail,2023-07-08,29,Loyal
C043501,Ontario,Retail,2024-05-13,19,Established
C043502,Ontario,Retail,2023-04-18,32,Loyal
C043503,British Columbia,Retail,2022-01-08,47,Loyal
C043504,Ontario,Premium,2025-05-18,7,Recent
C043505,Ontario,Commercial,2025-09-29,3,New
C043506,Ontario,Retail,2021-11-04,49,Long-Term
C043507,Ontario,Premium,2021-09-30,51,Long-Term
C043508,Alberta,Premium,2023-09-08,27,Loyal
C043509,Ontario,Retail,2024-02-01,22,Established
C043510,British Columbia,Retail,2020-12-29,60,Long-Term
C043511,Ontario,Retail,2024-06-27,18,Established
C043512,Ontario,Retail,2024-08-05,16,Established
C043513,Ontario,Retail,2023-10-14,26,Loyal
C043514,Alberta,Commercial,2020-06-23,66,Long-Term
C043515,Alberta,Retail,2022-09-17,39,Loyal
C043516,British Columbia,Retail,2024-01-25,23,Established
C043517,Alberta,Commercial,2021-05-01,55,Long-Term
C043518,Ontario,Retail,2025-04-26,8,Recent
C043519,Alberta,Retail,2022-08-23,40,Loyal
C043520,Ontario,Retail,2021-02-22,58,Long-Term
C043521,Ontario,Premium,2021-03-28,57,Long-Term
C043522,Ontario,Retail,2024-04-20,20,Established
C043523,Ontario,Retail,2023-08-16,28,Loyal
C043524,Ontario,Retail,2025-01-18,11,Recent
C043525,Alberta,Retail,2024-12-25,12,Recent
C043526,Ontario,Retail,2020-10-23,62,Long-Term
C043527,Ontario,Retail,2023-02-12,34,Loyal
C043528,Ontario,Retail,2021-08-04,52,Long-Term
C043529,Ontario,Retail,2025-01-06,11,Recent
C043530,Alberta,Premium,2021-07-23,53,Long-Term
C043531,Alberta,Commercial,2025-01-02,11,Recent
C043532,British Columbia,Retail,2023-11-03,25,Loyal
C043533,Ontario,Premium,2020-12-06,60,Long-Term
C043534,Ontario,Commercial,2025-07-07,5,New
C043535,Ontario,Commercial,2025-07-20,5,New
C043536,Alberta,Premium,2024-09-22,15,Established
C043537,Ontario,Retail,2020-10-06,62,Long-Term
C043538,Ontario,Premium,2021-01-23,59,Long-Term
C043539,Ontario,Retail,2025-01-22,11,Recent
C043540,Alberta,Commercial,2025-03-22,9,Recent
C043541,Ontario,Retail,2022-02-23,46,Loyal
C043542,Ontario,Premium,2023-05-21,31,Loyal
C043543,British Columbia,Retail,2021-10-20,50,Long-Term
C043544,British Columbia,Retail,2025-05-20,7,Recent
C043545,Ontario,Retail,2025-02-05,10,Recent
C043546,Ontario,Fleet,2021-12-07,48,Loyal
C043547,Ontario,Premium,2020-12-11,60,Long-Term
C043548,Alberta,Premium,2022-06-18,42,Loyal
C043549,Ontario,Fleet,2020-11-28,61,Long-Term
C043550,Alberta,Retail,2021-09-29,51,Long-Term
C043551,Ontario,Fleet,2025-12-15,0,New
C043552,British Columbia,Retail,2021-09-18,51,Long-Term
C043553,Ontario,Retail,2024-08-11,16,Established
C043554,Ontario,Premium,2025-11-21,1,New
C043555,Ontario,Retail,2021-04-24,56,Long-Term
C043556,Ontario,Commercial,2024-03-20,21,Established
C043557,Alberta,Premium,2024-05-20,19,Established
C043558,Ontario,Retail,2021-05-23,55,Long-Term
C043559,Alberta,Retail,2023-10-03,26,Loyal
C043560,Ontario,Fleet,2023-02-15,34,Loyal
C043561,Ontario,Fleet,2021-11-01,49,Long-Term
C043562,Alberta,Retail,2023-07-11,29,Loyal
C043563,Ontario,Retail,2021-01-15,59,Long-Term
C043564,Ontario,Commercial,2023-11-10,25,Loyal
C043565,Ontario,Retail,2021-01-24,59,Long-Term
C043566,Ontario,Retail,2025-06-06,6,New
C043567,Ontario,Retail,2020-11-20,61,Long-Term
C043568,Ontario,Fleet,2021-11-14,49,Long-Term
C043569,Alberta,Premium,2022-09-28,39,Loyal
C043570,Ontario,Retail,2025-03-04,9,Recent
C043571,Ontario,Retail,2025-08-26,4,New
C043572,Ontario,Retail,2020-05-03,67,Long-Term
C043573,Ontario,Premium,2020-10-07,62,Long-Term
C043574,Ontario,Commercial,2020-08-14,64,Long-Term
C043575,Ontario,Retail,2021-02-02,58,Long-Term
C043576,Alberta,Retail,2025-01-01,11,Recent
C043577,Ontario,Retail,2020-04-01,68,Long-Term
C043578,Ontario,Retail,2023-09-20,27,Loyal
C043579,Ontario,Fleet,2021-10-29,50,Long-Term
C043580,Ontario,Retail,2024-02-10,22,Established
C043581,Ontario,Premium,2023-05-13,31,Loyal
C043582,Alberta,Retail,2023-11-02,25,Loyal
C043583,Alberta,Fleet,2020-02-07,70,Long-Term
C043584,British Columbia,Retail,2024-05-28,19,Established
C043585,Ontario,Retail,2024-05-03,19,Established
C043586,British Columbia,Fleet,2024-09-17,15,Established
C043587,Alberta,Commercial,2023-09-30,27,Loyal
C043588,Ontario,Retail,2025-05-14,7,Recent
C043589,Ontario,Retail,2025-10-09,2,New
C043590,Alberta,Retail,2024-08-09,16,Established
C043591,Ontario,Retail,2025-08-13,4,New
C043592,Ontario,Retail,2024-07-10,17,Established
C043593,Alberta,Commercial,2021-01-25,59,Long-Term
C043594,Ontario,Retail,2025-01-16,11,Recent
C043595,Ontario,Premium,2022-06-03,42,Loyal
C043596,Ontario,Retail,2020-01-26,71,Long-Term
C043597,Ontario,Commercial,2022-06-30,42,Loyal
C043598,Alberta,Retail,2023-10-03,26,Loyal
C043599,Ontario,Retail,2020-12-06,60,Long-Term
C043600,Ontario,Retail,2023-04-15,32,Loyal
C043601,Ontario,Retail,2025-11-27,1,New
C043602,Alberta,Commercial,2025-05-30,7,Recent
C043603,Ontario,Retail,2025-11-12,1,New
C043604,Ontario,Retail,2022-02-02,46,Loyal
C043605,Alberta,Commercial,2021-04-04,56,Long-Term
C043606,Ontario,Retail,2022-05-28,43,Loyal
C043607,Ontario,Premium,2024-04-11,20,Established
C043608,British Columbia,Premium,2021-10-09,50,Long-Term
C043609,Alberta,Retail,2024-05-31,19,Established
C043610,Ontario,Retail,2022-05-06,43,Loyal
C043611,Alberta,Premium,2025-09-02,3,New
C043612,Ontario,Retail,2020-12-07,60,Long-Term
C043613,Alberta,Commercial,2024-01-16,23,Established
C043614,Ontario,Retail,2023-06-25,30,Loyal
C043615,Ontario,Retail,2021-03-06,57,Long-Term
C043616,Ontario,Retail,2021-03-22,57,Long-Term
C043617,Ontario,Retail,2025-10-23,2,New
C043618,Ontario,Premium,2020-11-14,61,Long-Term
C043619,Ontario,Premium,2025-07-07,5,New
C043620,British Columbia,Premium,2024-03-04,21,Established
C043621,Ontario,Retail,2020-11-19,61,Long-Term
C043622,Ontario,Premium,2024-04-11,20,Established
C043623,Alberta,Retail,2021-09-25,51,Long-Term
C043624,Alberta,Retail,2022-09-01,39,Loyal
C043625,Ontario,Retail,2020-11-12,61,Long-Term
C043626,Ontario,Retail,2023-08-13,28,Loyal
C043627,Ontario,Commercial,2020-03-28,69,Long-Term
C043628,Ontario,Retail,2021-03-01,57,Long-Term
C043629,Ontario,Retail,2024-06-01,18,Established
C043630,Ontario,Retail,2022-10-19,38,Loyal
C043631,Alberta,Retail,2024-03-12,21,Established
C043632,Ontario,Retail,2021-07-15,53,Long-Term
C043633,Alberta,Retail,2023-08-21,28,Loyal
C043634,British Columbia,Retail,2022-12-27,36,Loyal
C043635,Ontario,Fleet,2020-07-12,65,Long-Term
C043636,Ontario,Premium,2022-10-20,38,Loyal
C043637,British Columbia,Retail,2025-03-11,9,Recent
C043638,Ontario,Retail,2024-06-20,18,Established
C043639,Ontario,Retail,2021-02-25,58,Long-Term
C043640,Ontario,Retail,2020-05-13,67,Long-Term
C043641,Ontario,Commercial,2023-10-06,26,Loyal
C043642,Alberta,Retail,2020-01-10,71,Long-Term
C043643,Ontario,Retail,2025-03-13,9,Recent
C043644,Ontario,Retail,2025-07-07,5,New
C043645,Ontario,Retail,2023-08-26,28,Loyal
C043646,Ontario,Retail,2022-11-18,37,Loyal
C043647,Ontario,Retail,2020-04-16,68,Long-Term
C043648,Alberta,Premium,2020-07-06,65,Long-Term
C043649,Ontario,Retail,2020-11-17,61,Long-Term
C043650,Ontario,Commercial,2021-01-27,59,Long-Term
C043651,Ontario,Retail,2023-01-21,35,Loyal
C043652,Ontario,Retail,2023-05-13,31,Loyal
C043653,Ontario,Retail,2024-08-17,16,Established
C043654,Ontario,Retail,2022-07-09,41,Loyal
C043655,Alberta,Fleet,2025-12-01,0,New
C043656,Alberta,Retail,2025-06-24,6,New
C043657,Alberta,Retail,2023-05-30,31,Loyal
C043658,Ontario,Commercial,2020-08-29,64,Long-Term
C043659,British Columbia,Retail,2022-06-03,42,Loyal
C043660,Ontario,Retail,2022-02-05,46,Loyal
C043661,Ontario,Retail,2023-09-14,27,Loyal
C043662,Ontario,Retail,2020-08-21,64,Long-Term
C043663,Alberta,Premium,2025-05-08,7,Recent
C043664,Ontario,Premium,2025-09-17,3,New
C043665,Ontario,Retail,2022-06-27,42,Loyal
C043666,Ontario,Premium,2025-01-18,11,Recent
C043667,Ontario,Retail,2022-10-29,38,Loyal
C043668,British Columbia,Retail,2022-03-14,45,Loyal
C043669,Ontario,Retail,2020-03-03,69,Long-Term
C043670,Ontario,Retail,2025-02-24,10,Recent
C043671,British Columbia,Retail,2020-07-04,65,Long-Term
C043672,Ontario,Premium,2024-10-08,14,Established
C043673,Ontario,Retail,2020-07-08,65,Long-Term
C043674,Ontario,Retail,2025-12-27,0,New
C043675,Ontario,Premium,2024-08-12,16,Established
C043676,Ontario,Retail,2021-12-14,48,Loyal
C043677,Ontario,Retail,2023-04-06,32,Loyal
C043678,Ontario,Retail,2021-09-24,51,Long-Term
C043679,Alberta,Retail,2024-05-19,19,Established
C043680,Alberta,Fleet,2020-01-10,71,Long-Term
C043681,Ontario,Retail,2022-08-26,40,Loyal
C043682,Ontario,Commercial,2023-09-23,27,Loyal
C043683,Ontario,Retail,2024-01-09,23,Established
C043684,Ontario,Retail,2023-12-01,24,Established
C043685,Ontario,Retail,2021-11-11,49,Long-Term
C043686,British Columbia,Retail,2021-04-02,56,Long-Term
C043687,Ontario,Commercial,2021-10-29,50,Long-Term
C043688,Ontario,Premium,2020-05-14,67,Long-Term
C043689,Ontario,Retail,2023-02-21,34,Loyal
C043690,Alberta,Retail,2024-06-23,18,Established
C043691,British Columbia,Retail,2021-10-22,50,Long-Term
C043692,Ontario,Premium,2025-03-02,9,Recent
C043693,Ontario,Retail,2020-05-03,67,Long-Term
C043694,Ontario,Premium,2025-07-08,5,New
C043695,Ontario,Commercial,2020-07-09,65,Long-Term
C043696,Ontario,Retail,2020-03-20,69,Long-Term
C043697,Ontario,Retail,2020-10-31,62,Long-Term
C043698,Ontario,Retail,2025-05-11,7,Recent
C043699,Ontario,Retail,2025-03-18,9,Recent
C043700,Ontario,Retail,2023-09-24,27,Loyal
C043701,Alberta,Retail,2025-06-23,6,New
C043702,Ontario,Retail,2023-09-27,27,Loyal
C043703,Ontario,Retail,2023-05-29,31,Loyal
C043704,Ontario,Fleet,2021-03-21,57,Long-Term
C043705,Alberta,Retail,2022-03-26,45,Loyal
C043706,British Columbia,Commercial,2023-03-03,33,Loyal
C043707,Alberta,Fleet,2024-04-25,20,Established
C043708,Alberta,Retail,2025-11-07,1,New
C043709,Ontario,Retail,2023-10-13,26,Loyal
C043710,Ontario,Retail,2021-01-13,59,Long-Term
C043711,Alberta,Commercial,2020-12-17,60,Long-Term
C043712,Ontario,Retail,2025-08-08,4,New
C043713,Ontario,Retail,2025-11-15,1,New
C043714,Ontario,Premium,2023-03-13,33,Loyal
C043715,British Columbia,Fleet,2025-02-07,10,Recent
C043716,Alberta,Premium,2024-05-25,19,Established
C043717,Alberta,Premium,2021-08-17,52,Long-Term
C043718,Alberta,Premium,2021-12-03,48,Loyal
C043719,Ontario,Retail,2022-09-27,39,Loyal
C043720,Ontario,Retail,2024-12-24,12,Recent
C043721,Alberta,Retail,2024-01-07,23,Established
C043722,Alberta,Retail,2024-02-27,22,Established
C043723,Alberta,Retail,2025-11-01,1,New
C043724,Alberta,Premium,2022-04-20,44,Loyal
C043725,Ontario,Retail,2025-04-21,8,Recent
C043726,Ontario,Retail,2024-06-10,18,Established
C043727,Alberta,Commercial,2024-12-16,12,Recent
C043728,Ontario,Retail,2021-09-15,51,Long-Term
C043729,Ontario,Commercial,2022-02-05,46,Loyal
C043730,Ontario,Premium,2022-09-11,39,Loyal
C043731,Alberta,Premium,2023-10-01,26,Loyal
C043732,Ontario,Retail,2020-09-10,63,Long-Term
C043733,Alberta,Retail,2021-11-06,49,Long-Term
C043734,British Columbia,Commercial,2020-01-01,71,Long-Term
C043735,Ontario,Fleet,2022-12-30,36,Loyal
C043736,Ontario,Retail,2021-07-25,53,Long-Term
C043737,British Columbia,Fleet,2020-04-16,68,Long-Term
C043738,Ontario,Retail,2025-06-18,6,New
C043739,Ontario,Retail,2025-02-06,10,Recent
C043740,Ontario,Retail,2020-11-05,61,Long-Term
C043741,Ontario,Retail,2025-04-02,8,Recent
C043742,Ontario,Retail,2024-11-14,13,Established
C043743,Ontario,Retail,2024-11-28,13,Established
C043744,Alberta,Premium,2025-09-08,3,New
C043745,Ontario,Retail,2020-12-29,60,Long-Term
C043746,Ontario,Retail,2020-08-20,64,Long-Term
C043747,Ontario,Commercial,2025-03-20,9,Recent
C043748,Alberta,Premium,2020-10-10,62,Long-Term
C043749,Ontario,Retail,2023-11-25,25,Loyal
C043750,Ontario,Premium,2020-08-23,64,Long-Term
C043751,Alberta,Fleet,2021-07-22,53,Long-Term
C043752,Ontario,Retail,2025-09-08,3,New
C043753,Ontario,Premium,2022-04-21,44,Loyal
C043754,Alberta,Retail,2022-08-31,40,Loyal
C043755,Ontario,Premium,2023-07-18,29,Loyal
C043756,Ontario,Retail,2021-10-24,50,Long-Term
C043757,Ontario,Commercial,2020-09-26,63,Long-Term
C043758,Ontario,Retail,2020-01-18,71,Long-Term
C043759,British Columbia,Retail,2020-09-16,63,Long-Term
C043760,Ontario,Retail,2021-09-11,51,Long-Term
C043761,Ontario,Retail,2021-06-10,54,Long-Term
C043762,Ontario,Retail,2022-03-24,45,Loyal
C043763,British Columbia,Retail,2020-12-02,60,Long-Term
C043764,Ontario,Retail,2020-02-27,70,Long-Term
C043765,Ontario,Fleet,2024-12-06,12,Recent
C043766,Ontario,Retail,2022-06-16,42,Loyal
C043767,Ontario,Retail,2022-01-12,47,Loyal
C043768,Alberta,Fleet,2022-07-21,41,Loyal
C043769,British Columbia,Commercial,2023-12-04,24,Established
C043770,Alberta,Premium,2021-03-06,57,Long-Term
C043771,Ontario,Retail,2021-06-11,54,Long-Term
C043772,Ontario,Retail,2025-11-23,1,New
C043773,Ontario,Retail,2022-01-29,47,Loyal
C043774,Ontario,Retail,2021-05-25,55,Long-Term
C043775,Alberta,Retail,2025-05-02,7,Recent
C043776,Ontario,Commercial,2024-07-30,17,Established
C043777,British Columbia,Premium,2024-12-12,12,Recent
C043778,Ontario,Retail,2021-07-19,53,Long-Term
C043779,Ontario,Retail,2022-11-06,37,Loyal
C043780,Ontario,Retail,2022-06-28,42,Loyal
C043781,Ontario,Retail,2021-10-11,50,Long-Term
C043782,Ontario,Retail,2023-03-07,33,Loyal
C043783,Ontario,Commercial,2020-02-28,70,Long-Term
C043784,Ontario,Retail,2021-09-19,51,Long-Term
C043785,Ontario,Retail,2020-05-17,67,Long-Term
C043786,Ontario,Retail,2025-07-10,5,New
C043787,Ontario,Retail,2024-01-26,23,Established
C043788,British Columbia,Premium,2021-11-26,49,Long-Term
C043789,Ontario,Retail,2022-06-23,42,Loyal
C043790,British Columbia,Retail,2023-01-21,35,Loyal
C043791,Ontario,Retail,2020-09-30,63,Long-Term
C043792,Ontario,Retail,2021-09-25,51,Long-Term
C043793,Ontario,Retail,2023-01-23,35,Loyal
C043794,Ontario,Retail,2025-03-23,9,Recent
C043795,Ontario,Retail,2020-10-08,62,Long-Term
C043796,Ontario,Retail,2021-04-15,56,Long-Term
C043797,Ontario,Commercial,2021-09-13,51,Long-Term
C043798,Ontario,Premium,2022-03-18,45,Loyal
C043799,Ontario,Retail,2020-01-27,71,Long-Term
C043800,Alberta,Retail,2020-02-13,70,Long-Term
C043801,Ontario,Commercial,2021-06-19,54,Long-Term
C043802,Ontario,Retail,2023-04-25,32,Loyal
C043803,Ontario,Retail,2024-12-20,12,Recent
C043804,Ontario,Retail,2025-08-18,4,New
C043805,Alberta,Retail,2023-08-19,28,Loyal
C043806,Alberta,Premium,2024-08-19,16,Established
C043807,Alberta,Retail,2024-12-10,12,Recent
C043808,Ontario,Fleet,2024-11-10,13,Established
C043809,Alberta,Retail,2025-12-17,0,New
C043810,British Columbia,Retail,2022-09-30,39,Loyal
C043811,Ontario,Retail,2020-09-26,63,Long-Term
C043812,Ontario,Retail,2021-02-03,58,Long-Term
C043813,Ontario,Premium,2024-12-12,12,Recent
C043814,Ontario,Commercial,2020-06-13,66,Long-Term
C043815,British Columbia,Retail,2025-12-01,0,New
C043816,Alberta,Retail,2023-05-18,31,Loyal
C043817,Ontario,Retail,2020-03-08,69,Long-Term
C043818,Ontario,Retail,2020-07-25,65,Long-Term
C043819,Ontario,Retail,2021-11-04,49,Long-Term
C043820,Ontario,Retail,2025-10-12,2,New
C043821,Ontario,Fleet,2025-04-26,8,Recent
C043822,Ontario,Retail,2024-06-21,18,Established
C043823,Ontario,Fleet,2021-02-04,58,Long-Term
C043824,Ontario,Retail,2021-06-09,54,Long-Term
C043825,Ontario,Commercial,2024-12-11,12,Recent
C043826,Ontario,Retail,2022-10-02,38,Loyal
C043827,Alberta,Retail,2021-08-11,52,Long-Term
C043828,Ontario,Retail,2025-03-11,9,Recent
C043829,Ontario,Retail,2021-04-12,56,Long-Term
C043830,Ontario,Retail,2020-11-07,61,Long-Term
C043831,British Columbia,Commercial,2024-08-24,16,Established
C043832,Ontario,Retail,2020-03-28,69,Long-Term
C043833,British Columbia,Retail,2022-09-07,39,Loyal
C043834,British Columbia,Retail,2022-05-21,43,Loyal
C043835,Ontario,Premium,2020-04-12,68,Long-Term
C043836,Alberta,Premium,2021-10-01,50,Long-Term
C043837,Ontario,Retail,2022-09-27,39,Loyal
C043838,Alberta,Retail,2021-11-26,49,Long-Term
C043839,Ontario,Retail,2021-01-21,59,Long-Term
C043840,British Columbia,Retail,2022-08-26,40,Loyal
C043841,Ontario,Retail,2024-10-18,14,Established
C043842,Ontario,Retail,2023-06-17,30,Loyal
C043843,Ontario,Retail,2023-06-19,30,Loyal
C043844,Ontario,Retail,2022-02-16,46,Loyal
C043845,Ontario,Retail,2020-03-21,69,Long-Term
C043846,Ontario,Retail,2022-02-28,46,Loyal
C043847,Ontario,Fleet,2024-12-05,12,Recent
C043848,British Columbia,Retail,2025-07-13,5,New
C043849,British Columbia,Retail,2023-11-16,25,Loyal
C043850,Alberta,Retail,2022-11-09,37,Loyal
C043851,British Columbia,Retail,2020-09-18,63,Long-Term
C043852,British Columbia,Retail,2023-08-27,28,Loyal
C043853,Ontario,Retail,2025-05-25,7,Recent
C043854,Ontario,Retail,2025-07-04,5,New
C043855,Alberta,Retail,2021-12-29,48,Loyal
C043856,Ontario,Retail,2024-06-13,18,Established
C043857,British Columbia,Commercial,2020-09-15,63,Long-Term
C043858,Ontario,Premium,2021-10-13,50,Long-Term
C043859,Ontario,Retail,2020-02-12,70,Long-Term
C043860,Ontario,Retail,2021-01-18,59,Long-Term
C043861,British Columbia,Retail,2021-03-15,57,Long-Term
C043862,Ontario,Retail,2024-03-27,21,Established
C043863,Alberta,Retail,2024-05-21,19,Established
C043864,Alberta,Commercial,2024-12-27,12,Recent
C043865,Ontario,Retail,2024-10-13,14,Established
C043866,Ontario,Premium,2024-04-07,20,Established
C043867,Ontario,Commercial,2022-02-07,46,Loyal
C043868,British Columbia,Commercial,2024-05-06,19,Established
C043869,Ontario,Retail,2025-04-18,8,Recent
C043870,Ontario,Retail,2020-08-19,64,Long-Term
C043871,British Columbia,Commercial,2021-06-26,54,Long-Term
C043872,Ontario,Fleet,2025-07-05,5,New
C043873,British Columbia,Fleet,2021-02-13,58,Long-Term
C043874,Ontario,Retail,2023-01-31,35,Loyal
C043875,Ontario,Fleet,2022-10-20,38,Loyal
C043876,Ontario,Retail,2025-03-31,9,Recent
C043877,Ontario,Commercial,2023-03-30,33,Loyal
C043878,Ontario,Commercial,2025-12-12,0,New
C043879,Ontario,Retail,2023-01-13,35,Loyal
C043880,British Columbia,Retail,2025-04-16,8,Recent
C043881,Ontario,Fleet,2020-06-08,66,Long-Term
C043882,Alberta,Retail,2023-04-13,32,Loyal
C043883,Ontario,Retail,2022-11-14,37,Loyal
C043884,Ontario,Retail,2024-11-15,13,Established
C043885,Ontario,Retail,2020-08-17,64,Long-Term
C043886,Ontario,Premium,2024-04-14,20,Established
C043887,Ontario,Retail,2020-10-24,62,Long-Term
C043888,British Columbia,Retail,2020-08-31,64,Long-Term
C043889,Ontario,Retail,2023-02-06,34,Loyal
C043890,Ontario,Retail,2021-08-03,52,Long-Term
C043891,Ontario,Fleet,2020-02-29,70,Long-Term
C043892,Ontario,Retail,2023-03-27,33,Loyal
C043893,Ontario,Retail,2020-05-12,67,Long-Term
C043894,British Columbia,Retail,2020-07-14,65,Long-Term
C043895,Ontario,Retail,2025-06-17,6,New
C043896,Ontario,Retail,2022-02-07,46,Loyal
C043897,Alberta,Retail,2024-07-14,17,Established
C043898,Ontario,Commercial,2023-02-23,34,Loyal
C043899,Ontario,Retail,2023-01-06,35,Loyal
C043900,Ontario,Retail,2024-03-10,21,Established
C043901,Ontario,Retail,2023-11-10,25,Loyal
C043902,Alberta,Retail,2020-12-11,60,Long-Term
C043903,Ontario,Retail,2023-09-25,27,Loyal
C043904,Ontario,Retail,2024-02-19,22,Established
C043905,British Columbia,Commercial,2023-01-24,35,Loyal
C043906,Alberta,Retail,2022-10-13,38,Loyal
C043907,Alberta,Retail,2022-06-18,42,Loyal
C043908,Ontario,Retail,2022-04-08,44,Loyal
C043909,Ontario,Retail,2023-01-31,35,Loyal
C043910,British Columbia,Retail,2022-11-24,37,Loyal
C043911,British Columbia,Retail,2020-04-03,68,Long-Term
C043912,Ontario,Retail,2024-06-01,18,Established
C043913,Ontario,Retail,2021-04-05,56,Long-Term
C043914,Ontario,Commercial,2025-01-29,11,Recent
C043915,Ontario,Fleet,2021-09-02,51,Long-Term
C043916,Alberta,Commercial,2025-12-07,0,New
C043917,Ontario,Premium,2023-05-05,31,Loyal
C043918,Ontario,Retail,2024-02-25,22,Established
C043919,British Columbia,Premium,2021-11-10,49,Long-Term
C043920,British Columbia,Retail,2022-12-14,36,Loyal
C043921,Ontario,Retail,2022-03-26,45,Loyal
C043922,Alberta,Retail,2021-07-07,53,Long-Term
C043923,Ontario,Retail,2020-08-01,64,Long-Term
C043924,Ontario,Retail,2023-02-20,34,Loyal
C043925,Alberta,Retail,2025-04-17,8,Recent
C043926,Alberta,Premium,2020-03-15,69,Long-Term
C043927,Alberta,Commercial,2021-11-24,49,Long-Term
C043928,Alberta,Premium,2024-11-09,13,Established
C043929,Ontario,Retail,2023-03-30,33,Loyal
C043930,Ontario,Retail,2022-05-10,43,Loyal
C043931,Ontario,Commercial,2025-08-30,4,New
C043932,Ontario,Retail,2022-07-01,41,Loyal
C043933,Ontario,Premium,2023-01-05,35,Loyal
C043934,Ontario,Retail,2020-07-22,65,Long-Term
C043935,Ontario,Commercial,2022-10-09,38,Loyal
C043936,Ontario,Premium,2025-09-01,3,New
C043937,Alberta,Premium,2021-05-11,55,Long-Term
C043938,Ontario,Retail,2021-05-28,55,Long-Term
